summary,journey_id,duration_in_days
Deploy satellites,8506c700-9222-11ec-8080-808080808080,159
Tourist flight,9be1c980-9028-11ec-8080-808080808080,192
Test new spacecraft model,760f6000-8a3d-11ec-8080-808080808080,199
"Materials processing, Earth observation and life sciences experiments. First Hungarian in space (Farkas).",1f3bce00-c6e7-11bd-8080-808080808080,8
ISS crew rotation.,08100000-496f-11e2-8080-808080808080,146
First crew transfer between space vehicles. First docking of two manned spacecraft.,27eef000-0a3c-11b1-8080-808080808080,3
Missing Summary,c1bf4a00-bb2c-11c3-8080-808080808080,65
First Indian in space (Sharma). Earth observation program. Life sciences and materials processing experiments.,ab1b3800-1924-11c2-8080-808080808080,8
Atmospheric Laboratory for Applications and Science-2 (ATLAS-2). Atmospheric and solar science research.,3b644200-33c2-11cc-8080-808080808080,9
Systems testing in preparation for joint Soviet-US space flight.,a7d2d800-a170-11b7-8080-808080808080,6
Mir crew rotation and resupply.,252a5000-6c5e-11d0-8080-808080808080,10
Microgravity experiments. Reflight of curtailed STS-83 mission.,1d765c00-f23c-11d0-8080-808080808080,16
Second human spaceflight of the Peoples Republic of China.,837aa800-3abb-11da-8080-808080808080,4
ISS assembly and supply. Delivery of PLM. Delivery of Robonaut. Final mission of Discovery.,05c60000-3fa9-11e0-8080-808080808080,13
Failed to dock with unmanned Soyuz 2.,4f1fcc00-caa2-11b0-8080-808080808080,4
Ultraviolet astronomy studies.,67c45400-545b-11ce-8080-808080808080,16
First untethered spacewalk (McCandless and Stewart). WESTAR-VI and PALAPA-B2 satellites deployed but failed to attain correct orbits.,9c380800-e9fd-11c1-8080-808080808080,8
ISS crew rotation.,bf6c0000-43d5-11e6-8080-808080808080,115
"ISS crew rotation, outfitting and resupply.",079df400-13b8-11d5-8080-808080808080,13
Capture and return to Earth of Space Flyer Unit (Japanese microgravity research spacecraft).,1e60ac00-6c4c-11cf-8080-808080808080,194
Third lunar landing. Shepard becomes only Mercury astronaut to walk on the Moon and hits a golf ball on the Moons surface.,f512da00-54e6-11b3-8080-808080808080,9
Galileo probe deployed.,afaf3400-4fbc-11c8-8080-808080808080,5
Mir crew rotation. First Slovak in space (Bella).,3e5d4c00-c87b-11d2-8080-808080808080,8
First SPACEHAB flight: biomedical and materials sciences experiments. Retrieval of ESAs EURECA (European Retrievable Carrier).,31ca7200-6e28-11cc-8080-808080808080,10
ISS crew rotation.,8dc74000-5105-11e5-8080-808080808080,182
ISS crew rotation.,52398000-4a51-11de-8080-808080808080,188
"U.S. Department of Defense mission. Classified payload, reportedly military communications and reconnaissance satellites.",bdcb2200-17cd-11c8-8080-808080808080,5
Missing Summary,e34c7c00-1d6a-11bb-8080-808080808080,6
First \'Return to Flight\' Space Shuttle mission after the loss of Columbia. ISS assembly and supply.,00fb1a00-fde3-11d9-8080-808080808080,14
Deployment of defense communications satellite. Long Duration Exposure Facility (LDEF) retrieval.,4168a200-90d1-11c8-8080-808080808080,11
"Spacelab life sciences mission, studying humans, rodents and jellyfish.",16b56400-232c-11ca-8080-808080808080,9
First paying space tourist (Tito).,40cd3600-3ba9-11d5-8080-808080808080,8
Deploy satellites,1f0e0e80-aff2-11f5-8080-808080808080,63
Bring passengers to the moon,f0e3c100-ad9c-11f5-8080-808080808080,9
Push the boundaries of human exploration,a5ca6500-aaa1-11f5-8080-808080808080,104
Test new spacecraft model,0c50ff80-a545-11f5-8080-808080808080,58
Go to edge of solar system,84478d80-9576-11f5-8080-808080808080,123
Push the boundaries of human exploration,918e5900-9531-11f5-8080-808080808080,5
Find new forms of life,81ec0480-93b9-11f5-8080-808080808080,63
Go to edge of solar system,e2574500-92d8-11f5-8080-808080808080,266
Test new spacecraft model,b4bfae00-91a9-11f5-8080-808080808080,194
Deploy satellites,c61c4b00-8da2-11f5-8080-808080808080,216
Military mission. Evaluation of military applications of human spaceflight.,72548200-2a4c-11b7-8080-808080808080,16
Missing Summary,a8d79000-aa89-11c8-8080-808080808080,179
First woman in space.,929adc00-c746-11aa-8080-808080808080,3
"ISS crew rotation, assembly and supply.",14df2200-e9ce-11d5-8080-808080808080,12
ISS crew rotation.,51e00000-974d-11e7-8080-808080808080,169
ISS crew rotation.,92a9f600-779a-11d7-8080-808080808080,185
"Second American manned suborbital flight (altitude 118.26mi, 190km).",2d2f1800-a53c-11a8-8080-808080808080,0
Deployment of Chandra X-ray Observatory. First female Shuttle Commander (Collins).,fd31c800-40b6-11d3-8080-808080808080,5
"U.S. Department of Defense mission. Classified payload, reportedly Lacrosse 1 radar reconnaissance satellite.",8da7d400-5433-11c7-8080-808080808080,4
Disintegrated 73 seconds after launch with loss of all crew.,2dfe6400-23d1-11c4-8080-808080808080,0
First ISS Expedition Crew.,d5105600-af02-11d4-8080-808080808080,141
Bring supplies to space center,22143680-8ebb-11ea-8080-808080808080,32
Deploy satellites,42c98700-8dfc-11ea-8080-808080808080,9
Push the boundaries of human exploration,80668400-89a6-11ea-8080-808080808080,77
Crew rotation,af5df680-88cf-11ea-8080-808080808080,46
Tourist flight,4b6e7380-77e4-11ea-8080-808080808080,224
Bring passengers to the moon,a3acc380-70c8-11ea-8080-808080808080,204
Test new spacecraft model,5c31f780-6e7c-11ea-8080-808080808080,62
Deploy satellites,1e418480-6b99-11ea-8080-808080808080,306
Land on Mars,bc5f0e80-6a22-11ea-8080-808080808080,294
Tourist flight,dd0a9880-60f3-11ea-8080-808080808080,279
Missing Summary,3718fa00-ebb5-11d6-8080-808080808080,11
Salyut 6 crew rotation.,ccf32c00-a1d0-11bd-8080-808080808080,185
United States Microgravity Laboratory-I (USML-1): various microgravity experiments.,7ca5be00-5296-11cb-8080-808080808080,14
Go to edge of solar system,9260c680-3a15-11f7-8080-808080808080,108
Tourist flight,05abc500-3704-11f7-8080-808080808080,213
Land on Mars,d2ba4200-2f49-11f7-8080-808080808080,2
Test new spacecraft model,f31dc800-0ed8-11f7-8080-808080808080,110
Deploy satellites,67f55180-07b7-11f7-8080-808080808080,162
Push the boundaries of human exploration,94905880-0653-11f7-8080-808080808080,60
Go to edge of solar system,640cd800-05db-11f7-8080-808080808080,176
Find new forms of life,83aaee80-0550-11f7-8080-808080808080,19
Push the boundaries of human exploration,aff49b80-fde9-11f6-8080-808080808080,178
Bring passengers to the moon,9c6a6780-f668-11f6-8080-808080808080,62
Tourist flight,da68a880-871d-11f2-8080-808080808080,111
Bring supplies to space center,a0de4480-8547-11f2-8080-808080808080,258
Tourist flight,6b94f380-839b-11f2-8080-808080808080,205
Find new forms of life,9a98eb80-7e16-11f2-8080-808080808080,25
Tourist flight,e59d7800-77f2-11f2-8080-808080808080,249
Deploy satellites,69cffc80-771a-11f2-8080-808080808080,90
Deploy new internet beacons,502add00-6e1d-11f2-8080-808080808080,187
Tourist flight,fee2ae00-6a16-11f2-8080-808080808080,91
Find new forms of life,f7bc2b80-6550-11f2-8080-808080808080,274
Push the boundaries of human exploration,d9c05580-54d3-11f2-8080-808080808080,105
First Shuttle-Mir docking. Biomedical experiments. Mir crew rotation and resupply.,ea7eb800-b0b7-11ce-8080-808080808080,10
Find new forms of life,bb1f0280-75fe-11f0-8080-808080808080,213
Test new spacecraft model,65d4f800-75e2-11f0-8080-808080808080,65
Deploy satellites,c0522800-7346-11f0-8080-808080808080,96
Deploy satellites,86f61f00-56ed-11f0-8080-808080808080,78
Test new spacecraft model,1a6c0500-4add-11f0-8080-808080808080,52
Crew rotation,509c8b00-4ac3-11f0-8080-808080808080,240
Push the boundaries of human exploration,73588080-4a7e-11f0-8080-808080808080,255
Crew rotation,bd055900-483b-11f0-8080-808080808080,55
Land on Mars,837fd580-453d-11f0-8080-808080808080,206
Land on Mars,ee0e1400-445e-11f0-8080-808080808080,70
Deployment of 7th Tracking and Data Relay Satellite (TDRS). Biological and biomedical studies.,ac210400-bd19-11ce-8080-808080808080,9
First backup crew to fly space mission.,c8e93200-1a6f-11ae-8080-808080808080,3
ISS crew rotation and assembly,a0024000-d50f-11dc-8080-808080808080,13
First \'Return to Flight\' Space Shuttle mission after Challenger Disaster. Deployment of Tracking and Data Relay Satellite-3 (TDRS-3).,02238400-21f3-11c7-8080-808080808080,4
First Space Shuttle EVA (Peterson and Musgrave). Deployment of first Tracking and Data Relay Satellite (TDRS-1). Miscellaneous science experiments.,2df28400-fa80-11c0-8080-808080808080,5
Apollo-Soyuz Test Project (ASTP); first joint Soviet US spaceflight. The two craft dock in space with exchange of flags and gifts.Last manned US mission until STS-1 in 1981.,48d05800-5255-11b8-8080-808080808080,6
Push the boundaries of human exploration,ead9a100-c2bb-11f1-8080-808080808080,3
Find new forms of life,f221d300-baa1-11f1-8080-808080808080,75
Tourist flight,28faff00-b11a-11f1-8080-808080808080,19
Tourist flight,2ec6f500-b0c6-11f1-8080-808080808080,14
Test new spacecraft model,2b3f2880-a3ba-11f1-8080-808080808080,262
Deploy new internet beacons,5f09d380-9e39-11f1-8080-808080808080,70
Bring passengers to the moon,238cdd80-9d43-11f1-8080-808080808080,102
Land on Mars,22e4f780-998f-11f1-8080-808080808080,284
Bring supplies to space center,41c93a00-8b05-11f1-8080-808080808080,71
Tourist flight,385c8980-88db-11f1-8080-808080808080,150
Mir crew rotation. Biological and medical experiments. First Frenchwoman in space (Andre-Deshays).,c1783400-f831-11cf-8080-808080808080,16
"Three communications satellites deployed. Retrieval, repair and redeployment of LEASAT-3 satellite.",aec2d800-aaa0-11c3-8080-808080808080,7
Push the boundaries of human exploration,14c43e80-b390-11eb-8080-808080808080,264
Deploy new internet beacons,6dc9f080-aba0-11eb-8080-808080808080,234
Test new spacecraft model,0f4d4400-ab99-11eb-8080-808080808080,105
Push the boundaries of human exploration,89244700-a3bb-11eb-8080-808080808080,144
Crew rotation,23f1ee00-a069-11eb-8080-808080808080,144
Bring supplies to space center,68bb9080-97f0-11eb-8080-808080808080,198
Land on Mars,23ad4500-9783-11eb-8080-808080808080,31
Deploy satellites,e8850780-9604-11eb-8080-808080808080,136
Push the boundaries of human exploration,d6856500-952f-11eb-8080-808080808080,255
Push the boundaries of human exploration,24d7de80-86bd-11eb-8080-808080808080,42
"U.S. Department of Defense mission. Classified payload, reportedlyreconnaissance satellite.",4e616200-b7f3-11c8-8080-808080808080,4
ISS crew rotation. First Malaysian in space (Shukor). First female ISS commander (Whitson).,be704000-76c3-11dc-8080-808080808080,192
Spent almost two months in space. Miscellaneous scientific experiments.,b73c7400-1edf-11b6-8080-808080808080,59
Unsuccessful attempt to board Salyut 1 space station.,6e621c00-956e-11b3-8080-808080808080,2
Hubble Space Telescope servicing.,62deac00-b677-11d3-8080-808080808080,8
"Classified US Department of Defense primary payload, reportedly a reconnaissance satellite. Miscellaneous unclassified science experiments.",8c40e400-d038-11cb-8080-808080808080,7
Mir crew rotation and resupply.,8f5ef000-939c-11d1-8080-808080808080,8
Push the boundaries of human exploration,c1247080-fab6-11f3-8080-808080808080,140
Test new spacecraft model,3f18b900-df06-11f3-8080-808080808080,86
Tourist flight,b15a1100-d815-11f3-8080-808080808080,107
Deploy new internet beacons,5eaf2880-c25a-11f3-8080-808080808080,213
Push the boundaries of human exploration,14e5ea00-bf9d-11f3-8080-808080808080,98
Land on Mars,c7c1f980-bcb8-11f3-8080-808080808080,255
Find new forms of life,125ce680-b78c-11f3-8080-808080808080,17
Go to edge of solar system,4edb4780-af2d-11f3-8080-808080808080,29
Test new spacecraft model,4cdf9d00-aec9-11f3-8080-808080808080,133
Deploy satellites,b8534b80-ae84-11f3-8080-808080808080,130
Push the boundaries of human exploration,6a7ffb80-ad3d-11f3-8080-808080808080,146
Deploy new internet beacons,89e6b980-a77c-11f3-8080-808080808080,122
Crew rotation,fb007f80-a730-11f3-8080-808080808080,121
Land on Mars,4b681980-9eb5-11f3-8080-808080808080,103
Go to edge of solar system,94511a00-9886-11f3-8080-808080808080,170
Go to edge of solar system,d01cae80-97b6-11f3-8080-808080808080,132
Crew rotation,6c111380-8f88-11f3-8080-808080808080,228
Land on Mars,27439900-8f04-11f3-8080-808080808080,160
Bring supplies to space center,4a2e1180-8aee-11f3-8080-808080808080,96
Go to edge of solar system,4a2c7280-8459-11f3-8080-808080808080,50
Missing Summary,08db4a00-ede4-11c1-8080-808080808080,237
First manned mission to Skylab space station. Spent almost one month in space.,7ab48800-eca4-11b5-8080-808080808080,28
ISS crew rotation. First female space tourist (Ansari). First Persian in space (Ansari).,a0930000-46a8-11db-8080-808080808080,215
International Microgravity Laboratory-1 (IML-1). Life sciences and materials processing experiments. First Canadian woman in space (Bondar).,5fbb2800-d8bd-11ca-8080-808080808080,8
ISS crew rotation.,b9b30000-2b66-11e1-8080-808080808080,193
Fourth human spaceflight and first manned space station docking for China.,373a8000-b746-11e1-8080-808080808080,13
First three-craft spaceflight.,c30ade00-de85-11b1-8080-808080808080,5
First to perform orbital maneuvers.,abb7c000-c310-11ac-8080-808080808080,0
Hubble Space Telescope deployed.,8e574800-e351-11c8-8080-808080808080,5
Mir crew rotation.,ce260600-98c6-11d1-8080-808080808080,21
Bring supplies to space center,08577500-8d2e-11f5-8080-808080808080,88
Land on Mars,ad753d80-8c9b-11f5-8080-808080808080,9
Deploy new internet beacons,2b916000-8589-11f5-8080-808080808080,224
Find new forms of life,312b7d80-856a-11f5-8080-808080808080,182
Crew rotation,55037f00-8330-11f5-8080-808080808080,29
Land on Mars,5ba8bf80-8193-11f5-8080-808080808080,36
Go to edge of solar system,b923a480-7c99-11f5-8080-808080808080,296
Push the boundaries of human exploration,56fedb80-75d7-11f5-8080-808080808080,15
Test new spacecraft model,5a5e7c80-756f-11f5-8080-808080808080,71
Tourist flight,a02c1100-73c6-11f5-8080-808080808080,64
Deploy new internet beacons,c89d1700-6f92-11ed-8080-808080808080,212
Land on Mars,43f73580-5ecb-11ed-8080-808080808080,50
Tourist flight,40fbcb80-4f43-11ed-8080-808080808080,273
Bring supplies to space center,05a89880-37ef-11ed-8080-808080808080,56
Tourist flight,4b8a6600-2eab-11ed-8080-808080808080,63
Crew rotation,bc248900-2e91-11ed-8080-808080808080,141
Crew rotation,2391aa80-2043-11ed-8080-808080808080,136
Deploy new internet beacons,190ea280-1d1d-11ed-8080-808080808080,113
Deploy new internet beacons,9222fc00-fe39-11ec-8080-808080808080,58
Deploy satellites,d8b45480-f523-11ec-8080-808080808080,5
U.S. Department of Defense mission. Deployment of Defense Support Program (DSP) satellite.,39566600-ab74-11ca-8080-808080808080,7
Successful boarding of Salyut 1 (first manned space station). All crew died on re-entry due to air leak.,9abeaa00-b762-11b3-8080-808080808080,23
Test new spacecraft model,6c947100-42ec-11f3-8080-808080808080,192
Bring supplies to space center,56a79180-4295-11f3-8080-808080808080,344
Bring supplies to space center,34ad0f80-4293-11f3-8080-808080808080,183
Crew rotation,0e64b580-39f1-11f3-8080-808080808080,88
Land on Mars,b037c400-3957-11f3-8080-808080808080,130
Crew rotation,7c499980-3898-11f3-8080-808080808080,188
Tourist flight,a9b4ef80-35d9-11f3-8080-808080808080,135
Tourist flight,d517db80-3500-11f3-8080-808080808080,262
Land on Mars,53bc3700-299f-11f3-8080-808080808080,103
Push the boundaries of human exploration,1f7d0980-2673-11f3-8080-808080808080,205
Crew rotation,f1787180-a000-11ed-8080-808080808080,102
Test new spacecraft model,bd4e7380-9f62-11ed-8080-808080808080,172
Test new spacecraft model,f9637d80-9af7-11ed-8080-808080808080,42
Land on Mars,cf563800-9752-11ed-8080-808080808080,278
Push the boundaries of human exploration,ea07bd00-9710-11ed-8080-808080808080,15
Land on Mars,075d1580-9324-11ed-8080-808080808080,121
Find new forms of life,0374c780-9313-11ed-8080-808080808080,143
Go to edge of solar system,fcda3900-91c8-11ed-8080-808080808080,6
Deploy satellites,23e91b80-90a0-11ed-8080-808080808080,196
Deploy new internet beacons,9be0bd00-8c2c-11ed-8080-808080808080,17
Three communications satellites deployed. Miscellaneous scientific experiments. First Saudi and the first Arab in space (Al-Saud).,03dfb200-72d8-11c3-8080-808080808080,7
Tourist flight,2f90b100-5534-11f4-8080-808080808080,68
Deploy new internet beacons,2d752500-5529-11f4-8080-808080808080,27
Test new spacecraft model,6342dc80-5449-11f4-8080-808080808080,12
Test new spacecraft model,0b3d4d80-4fe5-11f4-8080-808080808080,160
Find new forms of life,9779ce80-4a41-11f4-8080-808080808080,64
Find new forms of life,b5b7c100-48bf-11f4-8080-808080808080,201
Crew rotation,03b6cf80-4894-11f4-8080-808080808080,249
Find new forms of life,4335db00-4804-11f4-8080-808080808080,18
Bring supplies to space center,55c1ee80-46f6-11f4-8080-808080808080,64
Deploy satellites,69cef880-45ef-11f4-8080-808080808080,236
Retrieval and redeployment of INTELSAT VI (F-3) satellite. Demonstration of maintenance and assembly capabilities for Space Station Freedom.,65156600-2c53-11cb-8080-808080808080,9
ISS crew rotation.,8a280000-c729-11e2-8080-808080808080,167
First space shuttle flight. Systems test.,14366000-c2f0-11be-8080-808080808080,2
First three-craft spaceflight.,16b2f400-ddc0-11b1-8080-808080808080,5
First multiple person spaceflight. Biomedical research.,22c45200-438a-11ac-8080-808080808080,1
ISS assembly Delivery of experiments and logistics,2d854000-4046-11df-8080-808080808080,15
First successful docking with Salyut 6.,92b6da00-04b1-11bb-8080-808080808080,96
Deployment of ESAs EURECA (European Retrievable Carrier). Deployment of joint NASA/Italian Space Agency Tethered Satellite System (TSS) (failed). First Swiss in space (Nicollier). First Italian in space (Malerba).,55ad5e00-6ecc-11cb-8080-808080808080,8
First French citizen in space (Chr̩tien).,39556e00-1b44-11c0-8080-808080808080,8
ISS crew rotation.,7be24000-5e4e-11e0-8080-808080808080,165
First Romanian in space (Prunariu). Magnetic field observations. Final Soyuz flight.,aa3c0e00-dc41-11be-8080-808080808080,8
International Microgravity Laboratory-2: miscellaneous microgravity experiments. First Japanese woman in space (Naito-Mukai).,a85a0200-9a73-11cd-8080-808080808080,15
Microgravity experiments. Mission cut short due to fuel cell problems.,6e9bb000-ad20-11d0-8080-808080808080,4
First space rendezvous in history with Gemini 7.,57292600-94d9-11ad-8080-808080808080,1
ISS crew rotation.,c8bd4000-a2be-11e5-8080-808080808080,186
Deployed two communications satellites. Retrieved two malfunctioning satellites.,5d0f8800-c536-11c2-8080-808080808080,8
ISS crew rotation.,687ec000-b3b0-11e3-8080-808080808080,170
Mir crew rotation and resupply. First American woman on Mir (Lucid).,a0aece00-83ba-11cf-8080-808080808080,9
Deployment of Compton Gamma Ray Observatory.,15c08000-f345-11c9-8080-808080808080,6
Find new forms of life,dd70d480-cceb-11f7-8080-808080808080,164
Find new forms of life,5fcbab00-cc90-11f7-8080-808080808080,94
Go to edge of solar system,cc59c680-c3c1-11f7-8080-808080808080,67
Deploy new internet beacons,4c701a80-ad89-11f7-8080-808080808080,61
Bring supplies to space center,0b129900-a62c-11f7-8080-808080808080,225
Deploy satellites,16889600-a540-11f7-8080-808080808080,211
Bring supplies to space center,2d928100-a3a4-11f7-8080-808080808080,162
Test new spacecraft model,94366400-a217-11f7-8080-808080808080,81
Bring passengers to the moon,fed59a00-a15a-11f7-8080-808080808080,226
Go to edge of solar system,a051f100-a145-11f7-8080-808080808080,176
ISS crew rotation. First South Korean in space (Yi)First second-generation cosmonaut (Volkov).,bb350000-04fe-11dd-8080-808080808080,199
ISS crew rotation.,36190000-d414-11e4-8080-808080808080,169
